Date,Year,Month,Day,Season,Cotlook_A_index
12/14/1982,1982,12,14,1982,69.70
12/13/1982,1982,12,13,1982,70.00
12/10/1982,1982,12,10,1982,69.75
12/9/1982,1982,12,9,1982,69.15
12/8/1982,1982,12,8,1982,69.10
12/7/1982,1982,12,7,1982,69.15
12/6/1982,1982,12,6,1982,68.75
12/3/1982,1982,12,3,1982,68.80
12/2/1982,1982,12,2,1982,68.85
12/1/1982,1982,12,1,1982,68.75
11/30/1982,1982,11,30,1982,68.60
11/29/1982,1982,11,29,1982,68.55
11/26/1982,1982,11,26,1982,68.65
11/25/1982,1982,11,25,1982,68.65
11/24/1982,1982,11,24,1982,68.65
11/23/1982,1982,11,23,1982,68.90
11/22/1982,1982,11,22,1982,69.10
11/19/1982,1982,11,19,1982,69.05
11/18/1982,1982,11,18,1982,69.05
11/17/1982,1982,11,17,1982,69.10
11/16/1982,1982,11,16,1982,69.30
11/15/1982,1982,11,15,1982,69.25
11/12/1982,1982,11,12,1982,69.25
11/11/1982,1982,11,11,1982,69.25
11/10/1982,1982,11,10,1982,69.35
11/9/1982,1982,11,9,1982,69.35
11/8/1982,1982,11,8,1982,69.30
11/5/1982,1982,11,5,1982,69.30
11/4/1982,1982,11,4,1982,69.20
11/3/1982,1982,11,3,1982,69.40
11/2/1982,1982,11,2,1982,69.45
11/1/1982,1982,11,1,1982,69.45
10/29/1982,1982,10,29,1982,69.55
10/28/1982,1982,10,28,1982,69.40
10/27/1982,1982,10,27,1982,69.50
10/26/1982,1982,10,26,1982,69.40
10/25/1982,1982,10,25,1982,69.75
10/22/1982,1982,10,22,1982,70.10
10/21/1982,1982,10,21,1982,70.30
10/20/1982,1982,10,20,1982,70.25
10/19/1982,1982,10,19,1982,70.55
10/18/1982,1982,10,18,1982,70.90
10/15/1982,1982,10,15,1982,71.00
10/14/1982,1982,10,14,1982,70.85
10/13/1982,1982,10,13,1982,70.35
10/12/1982,1982,10,12,1982,70.35
10/11/1982,1982,10,11,1982,70.30
10/8/1982,1982,10,8,1982,70.50
10/7/1982,1982,10,7,1982,70.30
10/6/1982,1982,10,6,1982,70.25
10/5/1982,1982,10,5,1982,70.25
10/4/1982,1982,10,4,1982,70.35
10/1/1982,1982,10,1,1982,70.60
9/30/1982,1982,9,30,1982,70.65
9/29/1982,1982,9,29,1982,71.40
9/28/1982,1982,9,28,1982,71.80
9/27/1982,1982,9,27,1982,71.90
9/24/1982,1982,9,24,1982,71.90
9/23/1982,1982,9,23,1982,72.05
9/22/1982,1982,9,22,1982,72.10
9/21/1982,1982,9,21,1982,72.45
9/20/1982,1982,9,20,1982,72.55
9/17/1982,1982,9,17,1982,73.10
9/16/1982,1982,9,16,1982,73.10
9/15/1982,1982,9,15,1982,73.05
9/14/1982,1982,9,14,1982,73.40
9/13/1982,1982,9,13,1982,73.45
9/10/1982,1982,9,10,1982,73.50
9/9/1982,1982,9,9,1982,73.60
9/8/1982,1982,9,8,1982,74.00
9/7/1982,1982,9,7,1982,74.40
9/6/1982,1982,9,6,1982,74.50
9/3/1982,1982,9,3,1982,75.00
9/2/1982,1982,9,2,1982,74.30
9/1/1982,1982,9,1,1982,74.15
8/31/1982,1982,8,31,1981,74.35
8/27/1982,1982,8,27,1981,74.75
8/26/1982,1982,8,26,1981,74.70
8/25/1982,1982,8,25,1981,74.95
8/24/1982,1982,8,24,1981,75.20
8/23/1982,1982,8,23,1981,75.70
8/20/1982,1982,8,20,1981,75.40
8/19/1982,1982,8,19,1981,75.70
8/18/1982,1982,8,18,1981,75.40
8/17/1982,1982,8,17,1981,75.65
8/16/1982,1982,8,16,1981,75.90
8/13/1982,1982,8,13,1981,76.65
8/12/1982,1982,8,12,1981,76.90
8/11/1982,1982,8,11,1981,77.40
8/10/1982,1982,8,10,1981,77.80
8/9/1982,1982,8,9,1981,78.20
8/6/1982,1982,8,6,1981,78.30
8/5/1982,1982,8,5,1981,78.30
8/4/1982,1982,8,4,1981,78.25
8/3/1982,1982,8,3,1981,78.50
8/2/1982,1982,8,2,1981,78.40
7/30/1982,1982,7,30,1981,78.40
7/29/1982,1982,7,29,1981,78.40
7/28/1982,1982,7,28,1981,78.80
7/27/1982,1982,7,27,1981,79.00
7/26/1982,1982,7,26,1981,79.10
7/23/1982,1982,7,23,1981,79.15
7/22/1982,1982,7,22,1981,79.10
7/21/1982,1982,7,21,1981,79.10
7/20/1982,1982,7,20,1981,78.80
7/19/1982,1982,7,19,1981,78.70
7/16/1982,1982,7,16,1981,78.70
7/15/1982,1982,7,15,1981,79.00
7/14/1982,1982,7,14,1981,79.00
7/13/1982,1982,7,13,1981,78.75
7/12/1982,1982,7,12,1981,78.55
7/9/1982,1982,7,9,1981,78.55
7/8/1982,1982,7,8,1981,77.95
7/7/1982,1982,7,7,1981,77.95
7/6/1982,1982,7,6,1981,78.25
7/5/1982,1982,7,5,1981,78.25
7/2/1982,1982,7,2,1981,77.60
7/1/1982,1982,7,1,1981,77.90
6/30/1982,1982,6,30,1981,77.25
6/29/1982,1982,6,29,1981,76.70
6/28/1982,1982,6,28,1981,76.45
6/25/1982,1982,6,25,1981,76.05
6/24/1982,1982,6,24,1981,75.85
6/23/1982,1982,6,23,1981,75.95
6/22/1982,1982,6,22,1981,75.85
6/21/1982,1982,6,21,1981,75.05
6/18/1982,1982,6,18,1981,74.75
6/17/1982,1982,6,17,1981,74.90
6/16/1982,1982,6,16,1981,75.60
6/15/1982,1982,6,15,1981,75.60
6/14/1982,1982,6,14,1981,76.15
6/11/1982,1982,6,11,1981,76.15
6/10/1982,1982,6,10,1981,76.15
6/9/1982,1982,6,9,1981,76.15
6/8/1982,1982,6,8,1981,75.85
6/7/1982,1982,6,7,1981,75.65
6/4/1982,1982,6,4,1981,75.65
6/3/1982,1982,6,3,1981,75.65
6/2/1982,1982,6,2,1981,75.65
6/1/1982,1982,6,1,1981,75.80
5/28/1982,1982,5,28,1981,76.55
5/27/1982,1982,5,27,1981,76.55
5/26/1982,1982,5,26,1981,76.40
5/25/1982,1982,5,25,1981,76.40
5/24/1982,1982,5,24,1981,76.70
5/21/1982,1982,5,21,1981,76.70
5/20/1982,1982,5,20,1981,76.60
5/19/1982,1982,5,19,1981,76.45
5/18/1982,1982,5,18,1981,76.35
5/17/1982,1982,5,17,1981,76.75
5/14/1982,1982,5,14,1981,76.85
5/13/1982,1982,5,13,1981,77.05
5/12/1982,1982,5,12,1981,77.30
5/11/1982,1982,5,11,1981,77.15
5/10/1982,1982,5,10,1981,77.05
5/7/1982,1982,5,7,1981,76.85
5/6/1982,1982,5,6,1981,76.55
5/5/1982,1982,5,5,1981,76.55
5/4/1982,1982,5,4,1981,76.45
4/30/1982,1982,4,30,1981,73.25
4/29/1982,1982,4,29,1981,73.10
4/28/1982,1982,4,28,1981,72.95
4/27/1982,1982,4,27,1981,72.95
4/26/1982,1982,4,26,1981,72.40
4/23/1982,1982,4,23,1981,71.35
4/22/1982,1982,4,22,1981,71.30
4/21/1982,1982,4,21,1981,71.30
4/20/1982,1982,4,20,1981,71.30
4/19/1982,1982,4,19,1981,71.30
4/16/1982,1982,4,16,1981,71.25
4/15/1982,1982,4,15,1981,71.20
4/14/1982,1982,4,14,1981,71.15
4/13/1982,1982,4,13,1981,71.05
4/8/1982,1982,4,8,1981,71.05
4/7/1982,1982,4,7,1981,71.05
4/6/1982,1982,4,6,1981,71.15
4/5/1982,1982,4,5,1981,71.10
4/2/1982,1982,4,2,1981,70.95
4/1/1982,1982,4,1,1981,70.95
3/31/1982,1982,3,31,1981,70.85
3/30/1982,1982,3,30,1981,70.90
3/29/1982,1982,3,29,1981,70.75
3/26/1982,1982,3,26,1981,70.70
3/25/1982,1982,3,25,1981,70.75
3/24/1982,1982,3,24,1981,70.75
3/23/1982,1982,3,23,1981,70.75
3/22/1982,1982,3,22,1981,70.65
3/19/1982,1982,3,19,1981,70.70
3/18/1982,1982,3,18,1981,70.65
3/17/1982,1982,3,17,1981,70.65
3/16/1982,1982,3,16,1981,70.65
3/15/1982,1982,3,15,1981,70.35
3/12/1982,1982,3,12,1981,70.40
3/11/1982,1982,3,11,1981,70.40
3/10/1982,1982,3,10,1981,70.35
3/9/1982,1982,3,9,1981,70.05
3/8/1982,1982,3,8,1981,70.05
3/5/1982,1982,3,5,1981,70.05
3/4/1982,1982,3,4,1981,69.95
3/3/1982,1982,3,3,1981,69.90
3/2/1982,1982,3,2,1981,69.85
3/1/1982,1982,3,1,1981,69.80
2/26/1982,1982,2,26,1981,69.75
2/25/1982,1982,2,25,1981,69.75
2/24/1982,1982,2,24,1981,69.65
2/23/1982,1982,2,23,1981,69.70
2/22/1982,1982,2,22,1981,69.75
2/19/1982,1982,2,19,1981,69.70
2/18/1982,1982,2,18,1981,69.65
2/17/1982,1982,2,17,1981,69.65
2/16/1982,1982,2,16,1981,69.60
2/15/1982,1982,2,15,1981,69.60
2/12/1982,1982,2,12,1981,69.90
2/11/1982,1982,2,11,1981,69.90
2/10/1982,1982,2,10,1981,70.05
2/9/1982,1982,2,9,1981,70.15
2/8/1982,1982,2,8,1981,70.45
2/5/1982,1982,2,5,1981,70.45
2/4/1982,1982,2,4,1981,70.60
2/3/1982,1982,2,3,1981,70.60
2/2/1982,1982,2,2,1981,70.90
2/1/1982,1982,2,1,1981,71.05
1/29/1982,1982,1,29,1981,70.80
1/28/1982,1982,1,28,1981,70.80
1/27/1982,1982,1,27,1981,70.45
1/26/1982,1982,1,26,1981,70.25
1/25/1982,1982,1,25,1981,69.95
1/22/1982,1982,1,22,1981,70.10
1/21/1982,1982,1,21,1981,70.15
1/20/1982,1982,1,20,1981,70.20
1/19/1982,1982,1,19,1981,70.25
1/18/1982,1982,1,18,1981,70.15
1/15/1982,1982,1,15,1981,69.70
1/14/1982,1982,1,14,1981,69.60
1/13/1982,1982,1,13,1981,69.25
1/12/1982,1982,1,12,1981,69.35
1/11/1982,1982,1,11,1981,69.45
1/8/1982,1982,1,8,1981,69.45
1/7/1982,1982,1,7,1981,69.35
1/6/1982,1982,1,6,1981,68.90
1/5/1982,1982,1,5,1981,68.75
1/4/1982,1982,1,4,1981,67.80
12/31/1981,1981,12,31,1981,67.85
12/30/1981,1981,12,30,1981,67.85
12/29/1981,1981,12,29,1981,67.70
12/24/1981,1981,12,24,1981,67.40
12/23/1981,1981,12,23,1981,67.35
12/22/1981,1981,12,22,1981,67.45
12/21/1981,1981,12,21,1981,67.45
12/18/1981,1981,12,18,1981,67.45
12/17/1981,1981,12,17,1981,67.45
12/16/1981,1981,12,16,1981,67.35
12/15/1981,1981,12,15,1981,67.35
12/14/1981,1981,12,14,1981,67.35
12/11/1981,1981,12,11,1981,67.20
12/10/1981,1981,12,10,1981,67.35
12/9/1981,1981,12,9,1981,67.30
12/8/1981,1981,12,8,1981,67.55
12/7/1981,1981,12,7,1981,67.95
12/4/1981,1981,12,4,1981,67.95
12/3/1981,1981,12,3,1981,68.35
12/2/1981,1981,12,2,1981,68.30
12/1/1981,1981,12,1,1981,68.45
11/30/1981,1981,11,30,1981,68.50
11/27/1981,1981,11,27,1981,68.65
11/26/1981,1981,11,26,1981,68.90
11/25/1981,1981,11,25,1981,68.95
11/24/1981,1981,11,24,1981,70.15
11/23/1981,1981,11,23,1981,70.75
11/20/1981,1981,11,20,1981,70.85
11/19/1981,1981,11,19,1981,71.70
11/18/1981,1981,11,18,1981,71.35
11/17/1981,1981,11,17,1981,72.00
11/16/1981,1981,11,16,1981,72.30
11/13/1981,1981,11,13,1981,72.40
11/12/1981,1981,11,12,1981,72.50
11/11/1981,1981,11,11,1981,72.70
11/10/1981,1981,11,10,1981,73.25
11/9/1981,1981,11,9,1981,73.95
11/6/1981,1981,11,6,1981,74.65
11/5/1981,1981,11,5,1981,74.95
11/4/1981,1981,11,4,1981,74.85
11/3/1981,1981,11,3,1981,74.90
11/2/1981,1981,11,2,1981,74.90
10/30/1981,1981,10,30,1981,74.75
10/29/1981,1981,10,29,1981,74.65
10/28/1981,1981,10,28,1981,74.75
10/27/1981,1981,10,27,1981,74.50
10/26/1981,1981,10,26,1981,74.40
10/23/1981,1981,10,23,1981,74.25
10/22/1981,1981,10,22,1981,74.55
10/21/1981,1981,10,21,1981,74.15
10/20/1981,1981,10,20,1981,74.75
10/19/1981,1981,10,19,1981,75.75
10/16/1981,1981,10,16,1981,75.45
10/15/1981,1981,10,15,1981,75.60
10/14/1981,1981,10,14,1981,75.95
10/13/1981,1981,10,13,1981,75.75
10/12/1981,1981,10,12,1981,75.15
10/9/1981,1981,10,9,1981,75.25
10/8/1981,1981,10,8,1981,75.30
10/7/1981,1981,10,7,1981,75.15
10/6/1981,1981,10,6,1981,75.20
10/5/1981,1981,10,5,1981,75.10
10/2/1981,1981,10,2,1981,74.70
10/1/1981,1981,10,1,1981,74.70
9/30/1981,1981,9,30,1981,74.60
9/29/1981,1981,9,29,1981,74.60
9/28/1981,1981,9,28,1981,74.65
9/25/1981,1981,9,25,1981,75.20
9/24/1981,1981,9,24,1981,75.50
9/23/1981,1981,9,23,1981,75.60
9/22/1981,1981,9,22,1981,75.60
9/21/1981,1981,9,21,1981,75.80
9/18/1981,1981,9,18,1981,76.25
9/17/1981,1981,9,17,1981,76.25
9/16/1981,1981,9,16,1981,76.35
9/15/1981,1981,9,15,1981,76.75
9/14/1981,1981,9,14,1981,77.25
9/11/1981,1981,9,11,1981,77.40
9/10/1981,1981,9,10,1981,77.50
9/9/1981,1981,9,9,1981,77.05
9/8/1981,1981,9,8,1981,77.45
9/7/1981,1981,9,7,1981,77.60
9/4/1981,1981,9,4,1981,78.40
9/3/1981,1981,9,3,1981,78.60
9/2/1981,1981,9,2,1981,78.75
9/1/1981,1981,9,1,1981,78.80
8/28/1981,1981,8,28,1980,78.10
8/27/1981,1981,8,27,1980,78.30
8/26/1981,1981,8,26,1980,78.40
8/25/1981,1981,8,25,1980,78.40
8/24/1981,1981,8,24,1980,79.00
8/21/1981,1981,8,21,1980,79.35
8/20/1981,1981,8,20,1980,79.25
8/19/1981,1981,8,19,1980,79.25
8/18/1981,1981,8,18,1980,79.90
8/17/1981,1981,8,17,1980,81.20
8/14/1981,1981,8,14,1980,81.55
8/13/1981,1981,8,13,1980,81.75
8/12/1981,1981,8,12,1980,82.15
8/11/1981,1981,8,11,1980,82.15
8/10/1981,1981,8,10,1980,82.60
8/7/1981,1981,8,7,1980,83.60
8/6/1981,1981,8,6,1980,83.60
8/5/1981,1981,8,5,1980,83.85
8/4/1981,1981,8,4,1980,83.80
8/3/1981,1981,8,3,1980,84.50
7/31/1981,1981,7,31,1980,85.50
7/30/1981,1981,7,30,1980,85.50
7/28/1981,1981,7,28,1980,86.25
7/27/1981,1981,7,27,1980,86.25
7/24/1981,1981,7,24,1980,86.05
7/23/1981,1981,7,23,1980,86.20
7/22/1981,1981,7,22,1980,85.80
7/21/1981,1981,7,21,1980,85.75
7/20/1981,1981,7,20,1980,85.85
7/17/1981,1981,7,17,1980,85.95
7/16/1981,1981,7,16,1980,85.95
7/15/1981,1981,7,15,1980,85.75
7/14/1981,1981,7,14,1980,86.40
7/13/1981,1981,7,13,1980,86.35
7/10/1981,1981,7,10,1980,86.20
7/9/1981,1981,7,9,1980,86.20
7/8/1981,1981,7,8,1980,86.40
7/7/1981,1981,7,7,1980,86.60
7/6/1981,1981,7,6,1980,86.10
7/3/1981,1981,7,3,1980,86.50
7/2/1981,1981,7,2,1980,86.65
7/1/1981,1981,7,1,1980,86.60
6/30/1981,1981,6,30,1980,86.75
6/29/1981,1981,6,29,1980,86.75
6/26/1981,1981,6,26,1980,87.05
6/25/1981,1981,6,25,1980,87.10
6/24/1981,1981,6,24,1980,87.30
6/23/1981,1981,6,23,1980,87.40
6/22/1981,1981,6,22,1980,87.40
6/19/1981,1981,6,19,1980,87.50
6/18/1981,1981,6,18,1980,87.50
6/17/1981,1981,6,17,1980,87.55
6/16/1981,1981,6,16,1980,87.50
6/15/1981,1981,6,15,1980,87.25
6/12/1981,1981,6,12,1980,87.05
6/11/1981,1981,6,11,1980,87.05
6/10/1981,1981,6,10,1980,86.75
6/9/1981,1981,6,9,1980,86.70
6/8/1981,1981,6,8,1980,87.10
6/5/1981,1981,6,5,1980,87.05
6/4/1981,1981,6,4,1980,86.90
6/3/1981,1981,6,3,1980,87.10
6/2/1981,1981,6,2,1980,87.30
6/1/1981,1981,6,1,1980,87.35
5/29/1981,1981,5,29,1980,87.50
5/28/1981,1981,5,28,1980,87.55
5/27/1981,1981,5,27,1980,87.55
5/26/1981,1981,5,26,1980,87.45
5/22/1981,1981,5,22,1980,87.35
5/21/1981,1981,5,21,1980,87.65
5/20/1981,1981,5,20,1980,87.65
5/19/1981,1981,5,19,1980,87.80
5/18/1981,1981,5,18,1980,87.75
5/15/1981,1981,5,15,1980,87.85
5/14/1981,1981,5,14,1980,87.55
5/13/1981,1981,5,13,1980,87.35
5/12/1981,1981,5,12,1980,87.15
5/11/1981,1981,5,11,1980,88.00
5/8/1981,1981,5,8,1980,87.85
5/7/1981,1981,5,7,1980,87.30
5/6/1981,1981,5,6,1980,87.15
5/5/1981,1981,5,5,1980,87.55
5/1/1981,1981,5,1,1980,88.45
4/30/1981,1981,4,30,1980,88.45
4/29/1981,1981,4,29,1980,89.00
4/28/1981,1981,4,28,1980,88.45
4/27/1981,1981,4,27,1980,88.55
4/24/1981,1981,4,24,1980,88.10
4/23/1981,1981,4,23,1980,87.80
4/22/1981,1981,4,22,1980,88.05
4/21/1981,1981,4,21,1980,87.90
4/16/1981,1981,4,16,1980,87.80
4/15/1981,1981,4,15,1980,88.15
4/14/1981,1981,4,14,1980,88.40
4/13/1981,1981,4,13,1980,88.60
4/10/1981,1981,4,10,1980,89.05
4/9/1981,1981,4,9,1980,89.05
4/8/1981,1981,4,8,1980,89.15
4/7/1981,1981,4,7,1980,88.90
4/6/1981,1981,4,6,1980,89.45
4/3/1981,1981,4,3,1980,90.05
4/2/1981,1981,4,2,1980,90.15
4/1/1981,1981,4,1,1980,90.25
3/31/1981,1981,3,31,1980,90.50
3/30/1981,1981,3,30,1980,90.70
3/27/1981,1981,3,27,1980,90.90
3/26/1981,1981,3,26,1980,90.85
3/25/1981,1981,3,25,1980,90.90
3/24/1981,1981,3,24,1980,91.40
3/23/1981,1981,3,23,1980,91.35
3/20/1981,1981,3,20,1980,91.35
3/19/1981,1981,3,19,1980,91.35
3/18/1981,1981,3,18,1980,91.60
3/17/1981,1981,3,17,1980,91.30
3/16/1981,1981,3,16,1980,91.65
3/13/1981,1981,3,13,1980,91.55
3/12/1981,1981,3,12,1980,91.45
3/11/1981,1981,3,11,1980,91.55
3/10/1981,1981,3,10,1980,92.60
3/9/1981,1981,3,9,1980,93.10
3/6/1981,1981,3,6,1980,93.05
3/5/1981,1981,3,5,1980,93.25
3/4/1981,1981,3,4,1980,93.30
3/3/1981,1981,3,3,1980,93.30
3/2/1981,1981,3,2,1980,94.05
2/27/1981,1981,2,27,1980,94.20
2/26/1981,1981,2,26,1980,94.85
2/25/1981,1981,2,25,1980,94.80
2/24/1981,1981,2,24,1980,95.70
2/23/1981,1981,2,23,1980,96.20
2/20/1981,1981,2,20,1980,96.35
2/19/1981,1981,2,19,1980,95.55
2/18/1981,1981,2,18,1980,95.20
2/17/1981,1981,2,17,1980,95.35
2/16/1981,1981,2,16,1980,95.35
2/13/1981,1981,2,13,1980,95.70
2/12/1981,1981,2,12,1980,95.30
2/11/1981,1981,2,11,1980,95.50
2/10/1981,1981,2,10,1980,96.40
2/9/1981,1981,2,9,1980,97.20
2/6/1981,1981,2,6,1980,97.90
2/5/1981,1981,2,5,1980,97.70
2/4/1981,1981,2,4,1980,97.55
2/3/1981,1981,2,3,1980,97.35
2/2/1981,1981,2,2,1980,97.85
1/30/1981,1981,1,30,1980,97.50
1/29/1981,1981,1,29,1980,97.30
1/28/1981,1981,1,28,1980,96.90
1/27/1981,1981,1,27,1980,97.10
1/26/1981,1981,1,26,1980,98.50
1/23/1981,1981,1,23,1980,99.55
1/22/1981,1981,1,22,1980,99.55
1/21/1981,1981,1,21,1980,99.95
1/20/1981,1981,1,20,1980,100.05
1/19/1981,1981,1,19,1980,100.65
1/16/1981,1981,1,16,1980,100.45
1/15/1981,1981,1,15,1980,100.45
1/14/1981,1981,1,14,1980,100.35
1/13/1981,1981,1,13,1980,100.35
1/12/1981,1981,1,12,1980,100.90
1/9/1981,1981,1,9,1980,100.85
1/8/1981,1981,1,8,1980,100.75
1/7/1981,1981,1,7,1980,101.15
1/6/1981,1981,1,6,1980,101.05
1/5/1981,1981,1,5,1980,100.90
1/2/1981,1981,1,2,1980,100.80
12/31/1980,1980,12,31,1980,100.60
12/30/1980,1980,12,30,1980,100.50
12/29/1980,1980,12,29,1980,100.30
12/24/1980,1980,12,24,1980,99.90
12/23/1980,1980,12,23,1980,99.90
12/22/1980,1980,12,22,1980,99.30
12/19/1980,1980,12,19,1980,98.85
12/18/1980,1980,12,18,1980,98.85
12/17/1980,1980,12,17,1980,99.05
12/16/1980,1980,12,16,1980,98.65
12/15/1980,1980,12,15,1980,99.05
12/12/1980,1980,12,12,1980,97.95
12/11/1980,1980,12,11,1980,98.90
12/10/1980,1980,12,10,1980,99.40
12/9/1980,1980,12,9,1980,98.90
12/8/1980,1980,12,8,1980,99.00
12/5/1980,1980,12,5,1980,98.40
12/4/1980,1980,12,4,1980,98.40
12/3/1980,1980,12,3,1980,98.25
12/2/1980,1980,12,2,1980,98.25
12/1/1980,1980,12,1,1980,98.55
11/28/1980,1980,11,28,1980,98.25
11/27/1980,1980,11,27,1980,98.25
11/26/1980,1980,11,26,1980,98.60
11/25/1980,1980,11,25,1980,98.15
11/24/1980,1980,11,24,1980,98.40
11/21/1980,1980,11,21,1980,97.90
11/20/1980,1980,11,20,1980,97.70
11/19/1980,1980,11,19,1980,97.65
11/18/1980,1980,11,18,1980,97.75
11/17/1980,1980,11,17,1980,97.85
11/14/1980,1980,11,14,1980,98.15
11/13/1980,1980,11,13,1980,98.15
11/12/1980,1980,11,12,1980,98.10
11/11/1980,1980,11,11,1980,97.80
11/10/1980,1980,11,10,1980,98.00
11/7/1980,1980,11,7,1980,98.10
11/6/1980,1980,11,6,1980,98.00
11/5/1980,1980,11,5,1980,98.50
11/4/1980,1980,11,4,1980,98.40
11/3/1980,1980,11,3,1980,98.85
10/31/1980,1980,10,31,1980,98.55
10/30/1980,1980,10,30,1980,98.95
10/29/1980,1980,10,29,1980,99.25
10/28/1980,1980,10,28,1980,99.10
10/27/1980,1980,10,27,1980,99.35
10/24/1980,1980,10,24,1980,99.40
10/23/1980,1980,10,23,1980,99.40
10/22/1980,1980,10,22,1980,98.85
10/21/1980,1980,10,21,1980,98.25
10/20/1980,1980,10,20,1980,98.50
10/17/1980,1980,10,17,1980,98.10
10/16/1980,1980,10,16,1980,98.10
10/15/1980,1980,10,15,1980,97.90
10/14/1980,1980,10,14,1980,98.40
10/13/1980,1980,10,13,1980,98.65
10/10/1980,1980,10,10,1980,99.15
10/9/1980,1980,10,9,1980,99.00
10/8/1980,1980,10,8,1980,99.00
10/7/1980,1980,10,7,1980,99.05
10/6/1980,1980,10,6,1980,98.80
10/3/1980,1980,10,3,1980,98.60
10/2/1980,1980,10,2,1980,98.75
10/1/1980,1980,10,1,1980,98.80
9/30/1980,1980,9,30,1980,98.50
9/29/1980,1980,9,29,1980,97.70
9/26/1980,1980,9,26,1980,98.50
9/25/1980,1980,9,25,1980,99.50
9/24/1980,1980,9,24,1980,99.70
9/23/1980,1980,9,23,1980,99.50
9/22/1980,1980,9,22,1980,100.20
9/19/1980,1980,9,19,1980,99.90
9/18/1980,1980,9,18,1980,99.90
9/17/1980,1980,9,17,1980,100.70
9/16/1980,1980,9,16,1980,101.90
9/15/1980,1980,9,15,1980,102.70
9/12/1980,1980,9,12,1980,101.10
9/11/1980,1980,9,11,1980,100.70
9/10/1980,1980,9,10,1980,102.10
9/9/1980,1980,9,9,1980,103.30
9/8/1980,1980,9,8,1980,103.80
9/5/1980,1980,9,5,1980,101.80
9/4/1980,1980,9,4,1980,102.40
9/3/1980,1980,9,3,1980,102.00
9/2/1980,1980,9,2,1980,102.30
9/1/1980,1980,9,1,1980,102.20
8/29/1980,1980,8,29,1979,100.00
8/28/1980,1980,8,28,1979,98.85
8/27/1980,1980,8,27,1979,99.00
8/26/1980,1980,8,26,1979,98.30
8/22/1980,1980,8,22,1979,96.10
8/21/1980,1980,8,21,1979,96.30
8/20/1980,1980,8,20,1979,95.70
8/19/1980,1980,8,19,1979,95.70
8/18/1980,1980,8,18,1979,96.15
8/15/1980,1980,8,15,1979,96.25
8/14/1980,1980,8,14,1979,96.25
8/13/1980,1980,8,13,1979,95.15
8/12/1980,1980,8,12,1979,94.40
8/11/1980,1980,8,11,1979,84.80
8/8/1980,1980,8,8,1979,93.40
8/7/1980,1980,8,7,1979,84.10
8/6/1980,1980,8,6,1979,94.40
8/5/1980,1980,8,5,1979,94.30
8/4/1980,1980,8,4,1979,84.40
8/1/1980,1980,8,1,1979,93.30
7/31/1980,1980,7,31,1979,92.70
7/30/1980,1980,7,30,1979,92.30
7/29/1980,1980,7,29,1979,90.60
7/28/1980,1980,7,28,1979,89.60
7/25/1980,1980,7,25,1979,88.45
7/24/1980,1980,7,24,1979,89.25
7/23/1980,1980,7,23,1979,88.55
7/22/1980,1980,7,22,1979,90.00
7/21/1980,1980,7,21,1979,90.50
7/18/1980,1980,7,18,1979,90.80
7/17/1980,1980,7,17,1979,90.80
7/16/1980,1980,7,16,1979,89.10
7/15/1980,1980,7,15,1979,87.50
7/14/1980,1980,7,14,1979,86.55
7/11/1980,1980,7,11,1979,85.60
7/10/1980,1980,7,10,1979,86.15
7/9/1980,1980,7,9,1979,85.70
7/8/1980,1980,7,8,1979,86.20
7/7/1980,1980,7,7,1979,85.30
7/4/1980,1980,7,4,1979,85.30
7/3/1980,1980,7,3,1979,85.45
7/2/1980,1980,7,2,1979,85.00
7/1/1980,1980,7,1,1979,84.15
6/30/1980,1980,6,30,1979,83.50
6/27/1980,1980,6,27,1979,83.00
6/26/1980,1980,6,26,1979,83.65
6/25/1980,1980,6,25,1979,83.65
6/24/1980,1980,6,24,1979,83.40
6/23/1980,1980,6,23,1979,83.75
6/20/1980,1980,6,20,1979,83.60
6/19/1980,1980,6,19,1979,83.85
6/18/1980,1980,6,18,1979,83.40
6/17/1980,1980,6,17,1979,83.25
6/16/1980,1980,6,16,1979,83.50
6/13/1980,1980,6,13,1979,83.80
6/12/1980,1980,6,12,1979,83.80
6/11/1980,1980,6,11,1979,83.90
6/10/1980,1980,6,10,1979,84.00
6/9/1980,1980,6,9,1979,84.20
6/6/1980,1980,6,6,1979,84.65
6/5/1980,1980,6,5,1979,85.25
6/4/1980,1980,6,4,1979,85.40
6/3/1980,1980,6,3,1979,85.50
6/2/1980,1980,6,2,1979,86.30
5/30/1980,1980,5,30,1979,86.80
5/29/1980,1980,5,29,1979,87.15
5/28/1980,1980,5,28,1979,87.05
5/27/1980,1980,5,27,1979,87.85
5/23/1980,1980,5,23,1979,88.15
5/22/1980,1980,5,22,1979,88.40
5/21/1980,1980,5,21,1979,88.10
5/20/1980,1980,5,20,1979,88.10
5/19/1980,1980,5,19,1979,88.65
5/16/1980,1980,5,16,1979,88.55
5/15/1980,1980,5,15,1979,88.95
5/14/1980,1980,5,14,1979,89.10
5/13/1980,1980,5,13,1979,89.15
5/12/1980,1980,5,12,1979,88.90
5/9/1980,1980,5,9,1979,88.60
5/8/1980,1980,5,8,1979,88.40
5/7/1980,1980,5,7,1979,88.40
5/6/1980,1980,5,6,1979,88.55
5/2/1980,1980,5,2,1979,89.45
5/1/1980,1980,5,1,1979,89.10
4/30/1980,1980,4,30,1979,89.05
